Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Sector,SIC Section,SIC Code,Ownership Classification,Legal Form,Legal Form Subcategory 1,Legal Form Subcategory 1,UK Nation,Type of Organisation,Registered Status,Registered Number,Registrar,Incorporation Date,Dissolved Date,Organisation Name,WC Legal Form
R005185,Brownhill Playgroup,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Trinity United Reformed Church Hall
Brownhill Road",Blackburn,Blackburn with Darwen,BB1 9QY,GB,,http://www.brownhillplaygroup-blackburn.co.uk/,,,,,07068705,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88910,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,07068705,Companies House,6/11/2009,"",Brownhill Playgroup Limited,Limited by Guarantee
R005191,Kilburn Primary Care Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"C/O Revel Accountants Ltd
45 Liphook Road",Haslemere,Surrey,GU27 1NL,GB,,http://www.kilburnprimarycare.co.uk,,,,,07095014,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,86210,Workers,Company,Limited by Shares,"",England,Co-operative,Live,07095014,Companies House,4/12/2009,"",Kilburn Primary Care Co-op Limited,Limited by Shares
R007126,Co-operative Wealth,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA140,,"11 Mallard Way
Pride Park",Derby,Derby,DE24 8GX,GB,,http://www.wealth.coop,,,,,08049376,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Finance,Financial and Insurance,64999,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,08049376,Companies House,27/4/2012,"",Co-operative Independent Financial Solutions Ltd,Limited by Guarantee
R002513,Co-operative and Mutual Solutions (CMS),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"16-17 Victoria Buildings
Waterside",Darwen,Blackburn with Darwen,BB3 3PA,GB,,http://www.cms.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Society,Registered Society,BFC,England,Co-operative,Live,29378R,FCA,5/4/2002,"",Co-operative and Mutual Solutions Limited,Co-operative Society
R002515,Ethos Public Relations,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"The Yew Tree Inn
High Street
Gresford",Wrexham,Wrexham,LL12 8RF,GB,,http://www.ethos-pr.com,,,,,05818774,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70210,Workers,Company,Limited by Shares,"",Wales,Co-operative,Live,05818774,Companies House,16/5/2006,"",Ethos Public Relations Limited,Limited by Shares
R002520,Savant,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Dalton Hall Business Centre
Dalton Lane
Burton-in-Kendal",Carnforth,Cumbria,LA6 1BL,GB,,http://www.savant.co.uk,,,,,02077844,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62012,Workers,Company,Limited by Shares,"",England,Co-operative,Live,02077844,Companies House,27/11/1986,"",Savant Limited,Limited by Shares
R003886,Sastrugi,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,1 Alexandra Terrace,Totnes,Devon,TQ9 5QF,GB,,,,,,,06466969,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,06466969,Companies House,8/1/2008,"",Sastrugi Limited,Limited by Guarantee
R001458,Metco,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,,,"2 Hope Cottages
Church Lane",Govilon,Monmouthshire,NP7 9RP,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"",,"",Workers,Limited Partnership,"","",Wales,Co-operative,Live,LP003034,Unknown legal form,15/5/1984,"",Metco,""
R008998,Coast Path Cafe,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Cooks Cottage
Cooks Level
Gorran Haven",St Austell,Cornwall,PL26 6JB,GB,,http://www.facebook.com/pages/coast-path-cafe/287587094719036?fref=photo,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs","",56102,Workers,Society,Registered Society,BFC,England,Co-operative,Live,32139R,FCA,17/7/2013,"",Coast Path Cafe Limited,Co-operative Society
R001309,Humberside CDA,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,23 Arthur Street,Hull,"Kingston upon Hull, City of",HU3 6BH,GB,,http://www.humbersidecda.info,,,,,01888308,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,01888308,Companies House,20/2/1985,"",Humberside Co-operative Development Agency Limited,Limited by Guarantee
R001315,CASE,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Middle Cottage
Noutards Green
Shrawley",Worcester,Worcestershire,WR6 6TF,GB,,http://www.case.coop,,,,,01811633,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,01811633,Companies House,26/4/1984,"",LCCDA Management Co-operative Limited,Limited by Guarantee
R005409,Bureau for Migrant Advice and Policy (BMAP),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,410 Edgware Road,London,Westminster,W2 1ED,GB,,http://www.bmap.eu,,,,,07135332,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"",69109,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,07135332,Companies House,25/1/2010,"",Bureau for Migrant Advice and Policy Ltd,Limited by Guarantee
R005410,A2Z Probate Research,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"17 Cirencester Court
Drove Road",Swindon,Swindon,SN1 3AU,GB,,http://www.a2zprobateresearch.coop,,,,,07133979,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85520,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,07133979,Companies House,22/1/2010,"",A2Z Probate Research Ltd,Limited by Guarantee
R001787,Greencity Wholefoods,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,23 Fleming Street,Glasgow,"Glasgow, City of",G31 1PQ,GB,,http://www.greencity.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,46000,Workers,Society,Registered Society,BFC,Scotland,Co-operative,Live,1951RS,FCA,6/6/1978,"",Scottish Wholefoods Collective Warehouse Limited,Co-operative Society
R001789,Upstream,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,No. 2 Accommodation Road,London,Barnet,NW11 8ED,GB,,http://www.upstream.coop,,,,,01781150,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,18129,Workers,Company,Limited by Shares,"",England,Co-operative,Live,01781150,Companies House,29/12/1983,"",Upstream Limited,Limited by Shares
R001791,Alpha Communication,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Office 6
6-8 Charlotte Square",Newcastle,Newcastle upon Tyne,NE1 4XF,GB,,http://www.alpha.coop,,,,,02187790,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",73110,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02187790,Companies House,3/11/1987,"",Alpha Communication Limited,Limited by Guarantee
R001799,Bicycle Doctor,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"68-70 Dickenson Road
Rusholme",Manchester,Manchester,M14 5HF,GB,,http://www.bicycledoctor.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47000,Workers,Society,Registered Society,BFC,England,Co-operative,Live,23661R,FCA,10/5/1982,"",Bicycle Doctor Limited,Co-operative Society
R007148,Farnham Community Farm,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,12 Three Stiles Road,Farnham,Surrey,GU9 7DE,GB,,http://www.farnhamfood.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47210,Workers,Society,Registered Society,BFC,England,Co-operative,Live,31706R,FCA,16/8/2012,"",Farnham Community Farm Limited,Co-operative Society
R002001,CAG Consultants,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,8 Blackstock Mews,London,Islington,N4 2BT,GB,,http://www.cagconsultants.co.uk,,,,,OC374324,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,LLP,"","",England,Co-operative,Live,OC374324,Companies House,13/4/2012,"",CAG Consult LLP,""
R002002,Calverts,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"9-10 The Oval
Bethnal Green",London,Tower Hamlets,E2 9DT,GB,,http://www.calverts.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","Professional, Scientific and Technical",74100,Workers,Society,Registered Society,BFC,England,Co-operative,Live,21946R,FCA,3/8/1977,"",Calvert's North Star Press Limited,Co-operative Society
R002003,Cambridge Journal of Economics,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"CBR
Judge Business School
Trumpington Street",Cambridge,Cambridgeshire,CB2 1AG,GB,,http://www.cpes.org.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58141,Workers,Society,Registered Society,BFC,England,Co-operative,Live,21736R,FCA,9/9/1976,"",Cambridge Political Economy Society Limited,Co-operative Society
R002007,Daily Bread Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"The Old Laundry
Bedford Road",Northampton,West Northamptonshire,NN4 7AD,GB,,http://www.dailybread.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47200,Workers,Society,Registered Society,BFC,England,Co-operative,Live,21612R,FCA,2/3/1976,"",Daily Bread Co-operative Limited,Co-operative Society
R002008,Delta-T Devices,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,130 Low Road,Burwell,Cambridgeshire,CB25 0EJ,GB,,http://www.delta-t.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,32990,Workers,Society,Registered Society,BFC,England,Co-operative,Live,22804R,FCA,20/3/1980,"",Delta-T Devices Limited,Co-operative Society
R002015,Michael Jones Jeweller,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,1 Gold Street,Northampton,West Northamptonshire,NN1 1SA,GB,,http://www.michaeljonesjeweller.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47770,Workers,Society,Registered Society,BFC,England,Co-operative,Live,22314R,FCA,28/9/1978,"",Michael Jones Co-operative Limited,Co-operative Society
R002016,New Internationalist,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"The Old Music Hall
106 - 108 Cowley Road",Oxford,Oxfordshire,OX4 1JE,GB,,http://www.newint.org,,,,,01005239,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58110,Workers,Company,Limited by Shares,"",England,Co-operative,Live,01005239,Companies House,18/3/1971,"",New Internationalist Publications Limited,Limited by Shares
R005422,Seeds for Change (Lancaster),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Room PC10
Storey Institute
Meeting House Lane",Lancaster,Lancashire,LA1 1TH,GB,,http://www.seedsforchange.org.uk,,,,,04213118,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,04213118,Companies House,9/5/2001,"",Seeds for Change Lancaster Co-operative Ltd,Limited by Guarantee
R005429,Liverpool Bicycle Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,1-3 Chester Rd,Neston,Cheshire West and Chester,CH64 9PA,GB,,http://www.giant-liverpool.co.uk/,,,,,05732056,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47640,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,05732056,Companies House,6/3/2006,"",Liverpool Bicycle Co-operative Limited,Limited by Guarantee
R002020,Single Step Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,78a Penny Street,Lancaster,Lancashire,LA1 1XN,GB,,http://www.singlestep.org.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47200,Workers,Society,Registered Society,BFC,England,Co-operative,Live,21688R,FCA,14/7/1976,"",Single Step Co-operative Limited,Co-operative Society
R005436,Consultancy.coop LLP,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,37 Cardiff Road,Dinas Powys,Vale of Glamorgan,CF64 4DH,GB,,http://www.consultancy.coop,,,,,OC352683,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,LLP,"","",Wales,Co-operative,Live,OC352683,Companies House,1/3/2010,"",Consultancy.coop LLP,""
R002021,Suma Foods,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Unit G15
Lacy Way
Lowfields Business Park",Elland,Calderdale,HX5 9DB,GB,,http://www.suma.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,46300,Workers,Society,Registered Society,BFC,England,Co-operative,Live,21975R,FCA,15/9/1977,"",Triangle Wholefoods Collective Limited,Co-operative Society
R002022,Swindon Childcarers,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Room 11 BSS House
Cheney Manor",Swindon,Swindon,SN2 2PJ,GB,,http://www.swindonchildcarers.co.uk,,,,,02334607,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88910,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,02334607,Companies House,12/1/1989,"",Swindon Childcarers ltd.,Limited by Guarantee
R010848,Arjuna Wholefoods,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,12 Mill Road,Cambridge,Cambridgeshire,CB1 2AD,GB,,http://www.arjunawholefoods.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47200,Workers,Society,Registered Society,BFC,England,Co-operative,Live,21658R,FCA,8/6/1976,"",Arjuna Limited,Co-operative Society
R004661,The Communications Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,3 Enslin Gardens,Newcastle,Newcastle upon Tyne,NE6 3ST,GB,,http://www.thecommunicationscooperative.co.uk,,,,,06748311,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,63910,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,06748311,Companies House,13/11/2008,"",The Communications Co-operative Limited,Limited by Guarantee
